County,FIPSC,FIPS,State,2018,2019,2020
Sumter,45085,045085,South Carolina,"38,697","39,812","43,003"
Union,45087,045087,South Carolina,"32,501","34,618","37,515"
Williamsburg,45089,045089,South Carolina,"32,238","34,626","38,528"
York,45091,045091,South Carolina,"47,270","48,729","51,772"
Aurora,46003,046003,South Dakota,"38,650","40,817","50,586"
Beadle,46005,046005,South Dakota,"48,196","49,575","54,493"
Bennett,46007,046007,South Dakota,"34,870","35,761","41,856"
Bon Homme,46009,046009,South Dakota,"38,666","40,508","43,555"
Brookings,46011,046011,South Dakota,"45,723","46,641","49,278"
Brown,46013,046013,South Dakota,"54,506","55,796","62,587"
Brule,46015,046015,South Dakota,"46,740","45,527","54,352"
Buffalo,46017,046017,South Dakota,"22,516","20,290","26,748"
Butte,46019,046019,South Dakota,"38,305","39,261","41,250"
Campbell,46021,046021,South Dakota,"51,225","46,477","71,645"
Charles Mix,46023,046023,South Dakota,"38,892","40,591","47,405"
Clark,46025,046025,South Dakota,"46,343","45,543","70,492"
Clay,46027,046027,South Dakota,"39,107","41,042","43,533"
Codington,46029,046029,South Dakota,"49,412","51,774","55,331"
Corson,46031,046031,South Dakota,"26,401","26,983","31,442"
Custer,46033,046033,South Dakota,"48,601","50,722","53,169"
Davison,46035,046035,South Dakota,"51,328","53,116","55,832"
Day,46037,046037,South Dakota,"47,677","46,160","64,064"
Deuel,46039,046039,South Dakota,"49,128","50,426","62,036"
Dewey,46041,046041,South Dakota,"35,774","37,947","45,889"
Douglas,46043,046043,South Dakota,"51,585","58,104","62,134"
Edmunds,46045,046045,South Dakota,"55,787","53,872","67,747"
Fall River,46047,046047,South Dakota,"45,718","47,264","51,509"
Faulk,46049,046049,South Dakota,"52,102","54,756","67,007"
Grant,46051,046051,South Dakota,"54,518","54,847","65,019"
Gregory,46053,046053,South Dakota,"43,087","44,000","50,244"
Haakon,46055,046055,South Dakota,"55,317","49,797","66,588"
Hamlin,46057,046057,South Dakota,"43,833","43,006","51,773"
Hand,46059,046059,South Dakota,"56,496","54,692","69,452"
Hanson,46061,046061,South Dakota,"61,066","64,561","72,728"
Harding,46063,046063,South Dakota,"45,002","49,543","50,355"
Hughes,46065,046065,South Dakota,"51,546","54,779","55,872"
Hutchinson,46067,046067,South Dakota,"50,158","55,464","59,341"
Hyde,46069,046069,South Dakota,"48,354","47,737","64,756"
Jackson,46071,046071,South Dakota,"27,166","26,065","30,705"
Jerauld,46073,046073,South Dakota,"40,563","38,762","49,991"
Jones,46075,046075,South Dakota,"51,104","56,772","59,264"
Kingsbury,46077,046077,South Dakota,"54,927","57,411","70,268"
Lake,46079,046079,South Dakota,"48,748","51,379","57,367"
Lawrence,46081,046081,South Dakota,"51,448","54,028","55,779"
Lincoln,46083,046083,South Dakota,"69,095","72,019","74,493"
Lyman,46085,046085,South Dakota,"40,793","40,660","46,934"
McCook,46087,046087,South Dakota,"48,670","54,193","60,576"
McPherson,46089,046089,South Dakota,"43,890","42,136","60,086"
Marshall,46091,046091,South Dakota,"46,592","48,363","65,540"
Meade,46093,046093,South Dakota,"43,728","44,980","49,875"
Mellette,46095,046095,South Dakota,"30,341","28,996","33,840"
Miner,46097,046097,South Dakota,"46,460","49,665","65,604"
Minnehaha,46099,046099,South Dakota,"58,244","62,084","64,846"
Moody,46101,046101,South Dakota,"50,141","50,945","60,754"
Pennington,46103,046103,South Dakota,"51,870","53,913","56,496"
Perkins,46105,046105,South Dakota,"39,720","39,976","48,591"
Potter,46107,046107,South Dakota,"67,134","76,433","87,915"
Roberts,46109,046109,South Dakota,"37,798","37,023","46,059"
Sanborn,46111,046111,South Dakota,"46,747","51,917","61,709"
Spink,46115,046115,South Dakota,"55,043","54,447","71,321"
Stanley,46117,046117,South Dakota,"57,943","60,316","60,870"
Sully,46119,046119,South Dakota,"73,202","77,485","100,301"
Todd,46121,046121,South Dakota,"24,957","25,643","28,440"
Tripp,46123,046123,South Dakota,"49,622","49,545","56,765"
Turner,46125,046125,South Dakota,"51,734","63,313","69,250"
Union,46127,046127,South Dakota,"115,194","119,482","123,000"
Walworth,46129,046129,South Dakota,"46,274","46,799","54,033"
Yankton,46135,046135,South Dakota,"49,826","51,910","55,638"
Ziebach,46137,046137,South Dakota,"19,606","19,084","26,103"
Anderson,47001,047001,Tennessee,"41,893","43,407","46,225"
Bedford,47003,047003,Tennessee,"37,672","39,615","41,795"
Benton,47005,047005,Tennessee,"33,306","34,016","36,438"
Bledsoe,47007,047007,Tennessee,"25,985","27,368","29,572"
Blount,47009,047009,Tennessee,"44,203","45,831","48,601"
Bradley,47011,047011,Tennessee,"39,210","40,232","42,546"
Campbell,47013,047013,Tennessee,"33,392","34,786","37,229"
Cannon,47015,047015,Tennessee,"35,134","37,077","39,178"
Carroll,47017,047017,Tennessee,"35,270","37,737","38,461"
Carter,47019,047019,Tennessee,"33,568","34,405","36,431"
Cheatham,47021,047021,Tennessee,"44,359","46,759","48,180"
Chester,47023,047023,Tennessee,"33,333","34,545","38,107"
Claiborne,47025,047025,Tennessee,"35,044","36,101","38,347"
Clay,47027,047027,Tennessee,"31,187","31,783","34,456"
Cocke,47029,047029,Tennessee,"32,009","33,399","36,279"
Coffee,47031,047031,Tennessee,"38,653","40,850","42,990"
Crockett,47033,047033,Tennessee,"37,655","41,632","42,410"
Cumberland,47035,047035,Tennessee,"36,788","38,091","40,087"
Davidson,47037,047037,Tennessee,"68,709","72,602","71,659"
Decatur,47039,047039,Tennessee,"41,223","42,266","44,401"
DeKalb,47041,047041,Tennessee,"40,084","40,279","42,229"
Dickson,47043,047043,Tennessee,"40,690","42,900","44,476"
Dyer,47045,047045,Tennessee,"39,632","41,977","44,761"
Fayette,47047,047047,Tennessee,"54,901","57,066","59,214"
Fentress,47049,047049,Tennessee,"32,626","34,497","36,398"
Franklin,47051,047051,Tennessee,"38,861","40,520","42,890"
Gibson,47053,047053,Tennessee,"37,329","39,528","41,846"
Giles,47055,047055,Tennessee,"37,826","38,704","41,074"
Grainger,47057,047057,Tennessee,"33,784","34,803","37,480"
Greene,47059,047059,Tennessee,"36,049","37,027","39,310"
Grundy,47061,047061,Tennessee,"32,199","33,228","36,129"
Hamblen,47063,047063,Tennessee,"36,902","38,247","40,627"
Hamilton,47065,047065,Tennessee,"51,815","53,075","55,911"
Hancock,47067,047067,Tennessee,"26,585","28,122","31,243"
Hardeman,47069,047069,Tennessee,"28,861","30,752","33,036"
Hardin,47071,047071,Tennessee,"39,115","40,449","43,171"
Hawkins,47073,047073,Tennessee,"34,219","35,014","37,460"
Haywood,47075,047075,Tennessee,"32,461","35,375","37,669"
Henderson,47077,047077,Tennessee,"35,513","37,241","39,940"
Henry,47079,047079,Tennessee,"40,499","42,222","44,075"
Hickman,47081,047081,Tennessee,"32,957","34,738","36,316"
Houston,47083,047083,Tennessee,"31,883","33,950","36,777"
Humphreys,47085,047085,Tennessee,"37,768","39,622","41,569"
Jackson,47087,047087,Tennessee,"30,794","32,114","34,645"
Jefferson,47089,047089,Tennessee,"36,866","37,933","40,493"
Johnson,47091,047091,Tennessee,"31,966","33,474","35,745"
Knox,47093,047093,Tennessee,"50,433","52,422","54,642"
Lake,47095,047095,Tennessee,"20,965","24,660","25,921"
Lauderdale,47097,047097,Tennessee,"29,597","32,428","35,267"
Lawrence,47099,047099,Tennessee,"34,072","35,698","37,918"
Lewis,47101,047101,Tennessee,"34,352","36,353","38,830"
Lincoln,47103,047103,Tennessee,"39,908","42,372","45,271"
Loudon,47105,047105,Tennessee,"49,063","51,615","53,519"
McMinn,47107,047107,Tennessee,"36,153","37,429","39,986"
McNairy,47109,047109,Tennessee,"32,423","33,512","35,687"
Macon,47111,047111,Tennessee,"32,693","33,428","35,472"
Madison,47113,047113,Tennessee,"42,109","43,702","46,574"
Marion,47115,047115,Tennessee,"38,905","39,769","42,471"
Marshall,47117,047117,Tennessee,"37,841","39,833","42,427"
Maury,47119,047119,Tennessee,"42,735","44,739","47,100"
Meigs,47121,047121,Tennessee,"33,424","34,845","37,539"
Monroe,47123,047123,Tennessee,"34,086","35,367","37,822"
Montgomery,47125,047125,Tennessee,"42,296","43,499","45,871"
Moore,47127,047127,Tennessee,"39,943","42,431","44,085"
Morgan,47129,047129,Tennessee,"29,771","31,405","33,373"
Obion,47131,047131,Tennessee,"40,075","42,277","45,152"
Overton,47133,047133,Tennessee,"34,194","34,877","37,105"
Perry,47135,047135,Tennessee,"34,223","35,430","37,130"
Pickett,47137,047137,Tennessee,"39,291","39,620","40,804"
Polk,47139,047139,Tennessee,"33,383","34,807","36,639"
Putnam,47141,047141,Tennessee,"39,472","40,731","42,722"
Rhea,47143,047143,Tennessee,"34,323","35,370","38,408"
Roane,47145,047145,Tennessee,"40,960","42,389","44,706"
Robertson,47147,047147,Tennessee,"42,230","44,732","46,746"
Rutherford,47149,047149,Tennessee,"41,782","43,095","45,374"
Scott,47151,047151,Tennessee,"30,328","30,963","33,425"
Sequatchie,47153,047153,Tennessee,"37,958","39,241","42,009"
Sevier,47155,047155,Tennessee,"40,421","42,321","44,209"
Shelby,47157,047157,Tennessee,"49,022","50,468","53,855"
Smith,47159,047159,Tennessee,"38,691","40,995","42,452"
Stewart,47161,047161,Tennessee,"40,457","41,972","44,108"
Sullivan,47163,047163,Tennessee,"42,652","43,657","45,789"
Sumner,47165,047165,Tennessee,"49,180","50,947","52,403"
Tipton,47167,047167,Tennessee,"39,082","40,778","43,147"
Trousdale,47169,047169,Tennessee,"30,371","31,367","32,960"
Unicoi,47171,047171,Tennessee,"35,914","37,152","39,357"
Union,47173,047173,Tennessee,"32,354","33,203","35,370"
Van Buren,47175,047175,Tennessee,"30,522","32,380","34,084"
Warren,47177,047177,Tennessee,"34,230","35,394","37,857"
Washington,47179,047179,Tennessee,"43,345","45,216","47,940"
Wayne,47181,047181,Tennessee,"27,894","29,251","32,631"
Weakley,47183,047183,Tennessee,"36,067","38,611","41,159"
White,47185,047185,Tennessee,"32,655","34,442","36,062"
Williamson,47187,047187,Tennessee,"94,251","95,520","94,748"
Wilson,47189,047189,Tennessee,"50,027","51,689","53,628"
Anderson,48001,048001,Texas,"34,537","36,332","38,807"
Andrews,48003,048003,Texas,"51,303","52,626","50,248"
Angelina,48005,048005,Texas,"39,191","40,074","42,536"
Aransas,48007,048007,Texas,"51,761","53,776","54,374"
Archer,48009,048009,Texas,"49,747","52,661","55,290"
Armstrong,48011,048011,Texas,"52,242","54,733","60,233"
Atascosa,48013,048013,Texas,"38,275","39,511","41,599"
Austin,48015,048015,Texas,"50,078","54,075","55,686"
Bailey,48017,048017,Texas,"42,425","44,519","49,737"
Bandera,48019,048019,Texas,"45,407","47,434","48,461"
Bastrop,48021,048021,Texas,"37,728","39,953","42,177"
Baylor,48023,048023,Texas,"44,551","47,327","53,984"
Bee,48025,048025,Texas,"29,029","30,533","31,834"
Bell,48027,048027,Texas,"43,153","44,088","46,594"
Bexar,48029,048029,Texas,"47,148","46,569","48,569"
Blanco,48031,048031,Texas,"54,671","56,996","58,805"
Borden,48033,048033,Texas,"70,068","72,732","66,783"
Bosque,48035,048035,Texas,"41,643","42,939","45,635"
Bowie,48037,048037,Texas,"40,037","41,325","44,151"
Brazoria,48039,048039,Texas,"47,606","50,207","51,812"
Brazos,48041,048041,Texas,"40,673","41,414","43,430"
Brewster,48043,048043,Texas,"47,655","49,708","52,483"
Briscoe,48045,048045,Texas,"42,860","45,326","45,758"
Brooks,48047,048047,Texas,"34,943","36,599","41,529"
Brown,48049,048049,Texas,"39,471","40,449","42,771"
Burleson,48051,048051,Texas,"46,046","47,155","49,975"
Burnet,48053,048053,Texas,"49,472","51,949","53,751"
Caldwell,48055,048055,Texas,"33,879","36,243","38,734"
Calhoun,48057,048057,Texas,"44,695","53,562","52,180"
Callahan,48059,048059,Texas,"40,619","43,250","45,798"
Cameron,48061,048061,Texas,"28,978","30,187","33,690"
Camp,48063,048063,Texas,"37,959","37,569","40,272"
Carson,48065,048065,Texas,"43,792","49,781","48,021"
Cass,48067,048067,Texas,"36,686","38,115","41,275"
Castro,48069,048069,Texas,"59,156","66,391","71,612"
Chambers,48071,048071,Texas,"55,941","57,321","59,687"
Cherokee,48073,048073,Texas,"34,955","35,533","38,190"
Childress,48075,048075,Texas,"29,745","31,161","34,028"
Clay,48077,048077,Texas,"43,189","45,128","48,038"
Cochran,48079,048079,Texas,"37,200","39,837","44,903"
Coke,48081,048081,Texas,"42,101","42,732","45,856"
Coleman,48083,048083,Texas,"41,128","43,843","47,128"
Collin,48085,048085,Texas,"67,589","69,451","71,246"
Collingsworth,48087,048087,Texas,"37,712","42,198","44,903"
Colorado,48089,048089,Texas,"46,250","48,393","51,732"
Comal,48091,048091,Texas,"61,015","61,124","62,994"
Comanche,48093,048093,Texas,"40,867","43,454","47,959"
Concho,48095,048095,Texas,"34,054","36,149","41,219"
Cooke,48097,048097,Texas,"52,068","52,968","54,759"
Coryell,48099,048099,Texas,"35,033","35,551","38,222"
Cottle,48101,048101,Texas,"64,041","60,462","68,268"
Crane,48103,048103,Texas,"49,725","53,114","49,749"
Crockett,48105,048105,Texas,"43,427","45,530","46,364"
Crosby,48107,048107,Texas,"34,922","39,390","41,146"
Culberson,48109,048109,Texas,"55,204","60,264","69,350"
Dallam,48111,048111,Texas,"57,869","62,851","65,132"
Dallas,48113,048113,Texas,"60,971","63,591","65,401"
Dawson,48115,048115,Texas,"41,559","40,148","42,595"
Deaf Smith,48117,048117,Texas,"47,907","51,218","54,950"
Delta,48119,048119,Texas,"38,536","40,320","43,628"
Denton,48121,048121,Texas,"58,825","60,535","63,283"
DeWitt,48123,048123,Texas,"63,031","63,242","60,890"
Dickens,48125,048125,Texas,"32,798","34,922","38,730"
Dimmit,48127,048127,Texas,"38,089","41,979","44,874"
Donley,48129,048129,Texas,"45,390","43,788","45,336"
Duval,48131,048131,Texas,"37,548","38,598","42,410"
Eastland,48133,048133,Texas,"78,863","66,664","65,416"
Ector,48135,048135,Texas,"49,458","52,079","49,887"
Edwards,48137,048137,Texas,"42,213","47,478","55,329"
Ellis,48139,048139,Texas,"45,468","46,874","49,333"
El Paso,48141,048141,Texas,"36,427","38,771","41,818"
Erath,48143,048143,Texas,"39,653","41,866","43,900"
Falls,48145,048145,Texas,"35,067","35,960","39,865"
Fannin,48147,048147,Texas,"38,549","40,251","42,562"
Fayette,48149,048149,Texas,"54,369","56,358","57,962"
Fisher,48151,048151,Texas,"48,993","45,922","49,100"
Floyd,48153,048153,Texas,"38,779","43,301","42,627"
Foard,48155,048155,Texas,"46,718","45,431","52,630"
Fort Bend,48157,048157,Texas,"59,392","61,061","61,791"
Franklin,48159,048159,Texas,"40,359","41,822","44,725"
Freestone,48161,048161,Texas,"37,768","38,737","40,407"
Frio,48163,048163,Texas,"29,861","31,185","33,407"
Gaines,48165,048165,Texas,"41,360","45,941","47,826"
Galveston,48167,048167,Texas,"53,461","56,611","57,941"
Garza,48169,048169,Texas,"31,554","31,048","31,223"
Gillespie,48171,048171,Texas,"63,954","66,866","68,885"
Glasscock,48173,048173,Texas,"96,395","94,077","87,334"
Goliad,48175,048175,Texas,"45,387","47,874","49,513"
Gonzales,48177,048177,Texas,"46,717","46,057","47,272"
Gray,48179,048179,Texas,"42,474","44,064","45,091"
Grayson,48181,048181,Texas,"43,052","44,585","47,045"
Gregg,48183,048183,Texas,"46,078","47,466","49,152"
Grimes,48185,048185,Texas,"36,328","37,467","39,033"
Guadalupe,48187,048187,Texas,"45,958","47,417","49,405"
Hale,48189,048189,Texas,"33,409","36,389","38,674"
Hall,48191,048191,Texas,"31,295","34,290","35,416"
Hamilton,48193,048193,Texas,"60,461","63,867","65,685"
Hansford,48195,048195,Texas,"58,469","66,689","66,588"
Hardeman,48197,048197,Texas,"42,562","42,503","45,863"
Hardin,48199,048199,Texas,"46,591","47,363","49,159"
Harris,48201,048201,Texas,"58,685","59,207","60,183"
Harrison,48203,048203,Texas,"41,973","44,022","45,396"
Hartley,48205,048205,Texas,"64,298","73,797","76,005"
Haskell,48207,048207,Texas,"37,965","44,998","46,070"
Hays,48209,048209,Texas,"44,699","47,854","50,212"
Hemphill,48211,048211,Texas,"58,277","61,126","61,340"
Henderson,48213,048213,Texas,"39,243","41,161","43,356"
Hidalgo,48215,048215,Texas,"27,007","28,091","31,153"
Hill,48217,048217,Texas,"40,651","42,317","44,776"
Hockley,48219,048219,Texas,"41,203","43,215","46,051"
Hood,48221,048221,Texas,"51,040","52,977","55,132"
Hopkins,48223,048223,Texas,"40,412","42,690","45,219"
Houston,48225,048225,Texas,"39,000","41,048","44,693"
Howard,48227,048227,Texas,"44,419","44,014","45,105"
Hudspeth,48229,048229,Texas,"22,353","23,296","26,835"
Hunt,48231,048231,Texas,"38,729","40,177","42,819"
Hutchinson,48233,048233,Texas,"42,101","44,195","46,860"
Irion,48235,048235,Texas,"73,627","71,669","72,353"
Jack,48237,048237,Texas,"44,529","40,066","41,038"
Jackson,48239,048239,Texas,"42,617","48,020","47,642"
Jasper,48241,048241,Texas,"40,129","41,290","43,486"
Jeff Davis,48243,048243,Texas,"43,170","43,850","48,623"
Jefferson,48245,048245,Texas,"43,391","44,230","46,547"
Jim Hogg,48247,048247,Texas,"32,130","33,639","36,847"
Jim Wells,48249,048249,Texas,"40,445","42,450","46,483"
Johnson,48251,048251,Texas,"43,299","44,836","47,654"
Jones,48253,048253,Texas,"31,212","33,482","35,520"
Karnes,48255,048255,Texas,"60,754","64,024","61,330"
Kaufman,48257,048257,Texas,"43,674","44,220","47,580"
Kendall,48259,048259,Texas,"82,514","83,573","84,853"
Kenedy,48261,048261,Texas,"37,210","42,966","46,296"
Kent,48263,048263,Texas,"57,203","48,894","51,139"
Kerr,48265,048265,Texas,"52,045","54,523","56,093"
Kimble,48267,048267,Texas,"44,065","44,909","48,071"
King,48269,048269,Texas,"86,436","82,307","81,541"
Kinney,48271,048271,Texas,"31,385","32,336","35,119"
Kleberg,48273,048273,Texas,"39,669","41,456","43,560"
Knox,48275,048275,Texas,"39,491","39,629","42,857"
Lamar,48277,048277,Texas,"41,325","43,579","46,538"
Lamb,48279,048279,Texas,"41,120","46,446","50,667"
Lampasas,48281,048281,Texas,"50,864","51,862","54,153"
La Salle,48283,048283,Texas,"40,823","40,404","41,114"
Lavaca,48285,048285,Texas,"53,815","56,589","57,399"
Lee,48287,048287,Texas,"48,145","54,966","53,791"
Leon,48289,048289,Texas,"40,510","41,033","42,878"
Liberty,48291,048291,Texas,"37,886","38,540","40,904"
Limestone,48293,048293,Texas,"37,180","38,406","41,072"
Lipscomb,48295,048295,Texas,"72,573","87,161","83,655"
Live Oak,48297,048297,Texas,"37,159","37,285","38,734"
Llano,48299,048299,Texas,"49,385","50,966","52,538"
Loving,48301,048301,Texas,"56,631","55,200","49,072"
Lubbock,48303,048303,Texas,"43,393","44,802","46,502"
Lynn,48305,048305,Texas,"40,544","44,792","40,351"
McCulloch,48307,048307,Texas,"39,967","39,008","41,306"
McLennan,48309,048309,Texas,"41,743","42,699","45,772"
McMullen,48311,048311,Texas,"74,644","74,583","73,356"
Madison,48313,048313,Texas,"31,627","32,099","35,865"
Marion,48315,048315,Texas,"39,088","41,209","42,536"
Martin,48317,048317,Texas,"68,227","67,054","64,602"
Mason,48319,048319,Texas,"47,455","48,083","49,261"
Matagorda,48321,048321,Texas,"43,116","46,469","48,150"
Maverick,48323,048323,Texas,"30,707","32,061","35,133"
Medina,48325,048325,Texas,"40,848","42,578","44,456"
Menard,48327,048327,Texas,"37,780","38,678","41,220"
Midland,48329,048329,Texas,"132,698","138,141","126,631"
Milam,48331,048331,Texas,"36,326","37,505","40,552"
Mills,48333,048333,Texas,"39,349","40,522","45,663"
Mitchell,48335,048335,Texas,"35,065","35,671","37,113"
Montague,48337,048337,Texas,"41,802","42,644","44,790"
Montgomery,48339,048339,Texas,"63,293","64,853","65,516"
Moore,48341,048341,Texas,"43,547","47,887","51,476"
Morris,48343,048343,Texas,"41,109","40,229","43,036"
Motley,48345,048345,Texas,"30,207","32,567","39,505"
Nacogdoches,48347,048347,Texas,"38,324","39,299","41,188"
Navarro,48349,048349,Texas,"38,923","40,543","42,869"
Newton,48351,048351,Texas,"33,437","34,666","36,839"
Nolan,48353,048353,Texas,"43,776","45,578","48,017"
Nueces,48355,048355,Texas,"43,348","46,242","47,999"
Ochiltree,48357,048357,Texas,"58,125","60,484","59,892"
Oldham,48359,048359,Texas,"52,390","52,997","56,033"
Orange,48361,048361,Texas,"45,164","46,227","48,173"
Palo Pinto,48363,048363,Texas,"40,748","42,930","45,095"
Panola,48365,048365,Texas,"46,432","47,042","47,191"
Parker,48367,048367,Texas,"55,469","57,254","59,929"
Parmer,48369,048369,Texas,"45,366","51,698","57,137"
Pecos,48371,048371,Texas,"38,577","39,992","40,391"
Polk,48373,048373,Texas,"40,103","41,167","42,830"
Potter,48375,048375,Texas,"44,774","47,610","49,498"
Presidio,48377,048377,Texas,"46,080","47,865","53,222"
Rains,48379,048379,Texas,"34,847","35,751","38,200"
Randall,48381,048381,Texas,"48,721","50,022","52,391"
Reagan,48383,048383,Texas,"54,985","53,769","54,091"
Real,48385,048385,Texas,"35,491","36,931","40,667"
Red River,48387,048387,Texas,"41,295","44,051","47,762"
Reeves,48389,048389,Texas,"43,840","46,793","44,232"
Refugio,48391,048391,Texas,"45,164","47,638","48,266"
Roberts,48393,048393,Texas,"48,850","50,747","52,804"
Robertson,48395,048395,Texas,"42,135","43,768","45,866"
Rockwall,48397,048397,Texas,"61,738","62,986","64,943"
Runnels,48399,048399,Texas,"39,784","42,472","44,352"
Rusk,48401,048401,Texas,"37,239","38,359","39,551"
Sabine,48403,048403,Texas,"35,420","37,061","40,477"
San Augustine,48405,048405,Texas,"39,822","43,305","43,642"
San Jacinto,48407,048407,Texas,"35,643","37,847","39,298"
San Patricio,48409,048409,Texas,"45,084","46,849","48,391"
San Saba,48411,048411,Texas,"41,289","41,757","40,340"
Schleicher,48413,048413,Texas,"41,128","42,520","46,015"
Scurry,48415,048415,Texas,"43,274","45,708","47,272"
Shackelford,48417,048417,Texas,"111,749","90,579","86,294"
Shelby,48419,048419,Texas,"42,506","41,739","44,038"
Sherman,48421,048421,Texas,"80,122","93,968","91,855"
Smith,48423,048423,Texas,"56,084","55,986","57,076"
Somervell,48425,048425,Texas,"45,735","47,630","50,164"
Starr,48427,048427,Texas,"26,980","27,922","32,146"
Stephens,48429,048429,Texas,"42,602","44,653","45,759"
Sterling,48431,048431,Texas,"64,156","62,966","63,329"
Stonewall,48433,048433,Texas,"60,547","57,909","59,419"
Sutton,48435,048435,Texas,"64,449","62,893","56,622"
Swisher,48437,048437,Texas,"51,211","54,587","53,734"
Tarrant,48439,048439,Texas,"52,213","53,375","55,615"
Taylor,48441,048441,Texas,"46,240","48,691","52,429"
Terrell,48443,048443,Texas,"47,154","50,578","61,631"
Terry,48445,048445,Texas,"35,316","38,016","41,634"
Throckmorton,48447,048447,Texas,"38,958","42,233","44,582"
Titus,48449,048449,Texas,"36,267","37,964","41,207"
Tom Green,48451,048451,Texas,"48,373","51,613","52,947"
Travis,48453,048453,Texas,"70,141","71,633","74,032"
Trinity,48455,048455,Texas,"35,801","37,399","39,206"
Tyler,48457,048457,Texas,"32,061","33,629","36,694"
Upshur,48459,048459,Texas,"37,300","38,084","39,674"
Upton,48461,048461,Texas,"45,581","47,785","50,428"
Uvalde,48463,048463,Texas,"40,222","42,217","45,255"
Val Verde,48465,048465,Texas,"36,051","38,543","41,079"
Van Zandt,48467,048467,Texas,"38,799","40,099","42,656"
Victoria,48469,048469,Texas,"47,834","52,632","53,881"
Walker,48471,048471,Texas,"29,144","31,115","32,334"
Waller,48473,048473,Texas,"41,621","42,974","44,779"
Ward,48475,048475,Texas,"50,352","54,632","48,109"
Washington,48477,048477,Texas,"55,236","57,635","58,426"
Webb,48479,048479,Texas,"31,907","33,305","35,626"
Wharton,48481,048481,Texas,"43,674","46,427","48,384"
Wheeler,48483,048483,Texas,"44,291","44,936","48,691"
Wichita,48485,048485,Texas,"42,837","44,206","46,322"
Wilbarger,48487,048487,Texas,"45,843","50,096","49,537"
Willacy,48489,048489,Texas,"27,109","28,083","31,710"
Williamson,48491,048491,Texas,"52,030","53,713","56,693"
Wilson,48493,048493,Texas,"46,283","48,249","49,745"
Winkler,48495,048495,Texas,"61,309","65,720","62,259"
Wise,48497,048497,Texas,"44,136","45,745","48,435"
Wood,48499,048499,Texas,"39,038","40,596","42,978"
Yoakum,48501,048501,Texas,"43,435","44,486","44,395"
Young,48503,048503,Texas,"51,210","51,824","53,227"
Zapata,48505,048505,Texas,"28,727","29,004","28,981"
Zavala,48507,048507,Texas,"29,021","30,947","33,303"
Beaver,49001,049001,Utah,"35,149","39,246","41,667"
Box Elder,49003,049003,Utah,"37,853","40,330","44,131"
Cache,49005,049005,Utah,"39,707","42,075","44,947"
Carbon,49007,049007,Utah,"38,356","40,207","42,459"
Daggett,49009,049009,Utah,"42,613","47,457","48,761"
Davis,49011,049011,Utah,"46,123","48,778","51,852"
Duchesne,49013,049013,Utah,"36,025","38,574","40,780"
Emery,49015,049015,Utah,"33,387","34,753","38,057"
Garfield,49017,049017,Utah,"37,368","39,502","44,411"
Grand,49019,049019,Utah,"55,584","58,620","60,928"
Iron,49021,049021,Utah,"32,163","34,048","36,412"
Juab,49023,049023,Utah,"37,396","38,699","42,531"
Kane,49025,049025,Utah,"40,315","41,604","45,074"
Millard,49027,049027,Utah,"35,320","37,507","41,843"
Morgan,49029,049029,Utah,"53,152","56,156","58,631"
Piute,49031,049031,Utah,"43,381","45,577","48,595"
Rich,49033,049033,Utah,"36,973","39,387","42,762"
Salt Lake,49035,049035,Utah,"52,130","55,481","59,077"
San Juan,49037,049037,Utah,"26,283","28,142","30,198"
Sanpete,49039,049039,Utah,"29,053","29,974","32,927"
Sevier,49041,049041,Utah,"34,836","36,419","39,383"
Summit,49043,049043,Utah,"144,148","152,310","156,537"
Tooele,49045,049045,Utah,"36,832","37,978","41,301"
Uintah,49047,049047,Utah,"31,244","31,965","32,945"
Utah,49049,049049,Utah,"40,961","43,611","46,465"
Wasatch,49051,049051,Utah,"56,575","59,263","61,653"
Washington,49053,049053,Utah,"39,964","41,869","43,782"
Wayne,49055,049055,Utah,"39,667","41,350","46,145"
Weber,49057,049057,Utah,"41,132","43,477","46,675"
Addison,50001,050001,Vermont,"50,772","52,605","55,981"
Bennington,50003,050003,Vermont,"53,174","55,291","59,131"
Caledonia,50005,050005,Vermont,"41,136","43,778","48,094"
Chittenden,50007,050007,Vermont,"59,820","61,569","64,605"
Essex,50009,050009,Vermont,"37,634","40,355","44,173"
Franklin,50011,050011,Vermont,"46,493","48,688","52,181"
Grand Isle,50013,050013,Vermont,"58,689","60,524","64,231"
Lamoille,50015,050015,Vermont,"53,113","55,022","59,635"
Orange,50017,050017,Vermont,"47,509","49,449","53,146"
Orleans,50019,050019,Vermont,"43,816","45,535","49,998"
Rutland,50021,050021,Vermont,"51,465","53,373","57,283"
Washington,50023,050023,Vermont,"59,271","60,228","64,997"
Windham,50025,050025,Vermont,"50,364","52,380","56,610"
Windsor,50027,050027,Vermont,"57,640","59,713","63,786"
Accomack,51001,051001,Virginia,"46,445","49,695","53,762"
Amelia,51007,051007,Virginia,"42,496","43,865","46,780"
Amherst,51009,051009,Virginia,"36,613","37,560","40,293"
Appomattox,51011,051011,Virginia,"38,149","39,084","41,750"
Arlington,51013,051013,Virginia,"95,012","98,116","100,823"
Bath,51017,051017,Virginia,"61,741","65,682","70,050"
Bedford,51019,051019,Virginia,"46,031","46,857","49,457"
Bland,51021,051021,Virginia,"36,258","36,933","39,609"
Botetourt,51023,051023,Virginia,"49,935","51,018","53,767"
