Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Fuel Configuration Name,Electric-Only Range,PHEV Type,Notes,Drivetrain
12605,45,1,387,29,Range Rover MHEV,2021,,,,18,23,20,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,
12614,57,9,387,29,Range Rover PHEV,2021,,,42,18,21,19,Auto,CI,2.0L,4,"2.0L I4;
105 kW electric motor",Land Rover,https://www.landroverusa.com/index.html,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,19,Blended,,
12527,45,1,387,29,Range Rover Sport MHEV,2021,,,,19,24,21,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,
12615,57,9,387,29,Range Rover Sport PHEV,2021,,,42,18,21,20,Auto,CI,2.0L,4,"2.0L I4;
105 kW electric motor",Land Rover,https://www.landroverusa.com/index.html,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,19,Blended,,
12710,45,1,387,29,Range Rover Velar P340 MHEV,2021,,,,20,26,22,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,
12711,45,1,387,29,Range Rover Velar P400 MHEV,2021,,,,19,25,21,Auto,CI,3.0L,6,3.0L V6,Land Rover,https://www.landroverusa.com/index.html,SUV,HYBR,Hybrid Electric,Dedicated,,,,
12582,45,9,243,27,ES 300h,2021,,,,43,44,44,Auto,SI,2.5L,4,2.5L I4,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12528,45,9,243,27,LC 500h,2021,,,,26,34,29,Auto,SI,3.5L,6,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12727,45,9,243,27,LS 500h,2021,,,,25,33,28,Auto,SI,3.5L,6,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12728,45,9,243,27,LS 500h AWD,2021,,,,23,29,26,Auto,SI,3.5L,6,3.5L V6,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12529,45,9,243,29,NX 300h AWD,2021,,,,33,30,31,Auto,SI,2.5L,4,2.5L I4,Lexus,,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12583,45,9,243,29,RX 450h AWD,2021,,,,31,28,30,Auto,SI,3.5L,6,3.5L V6,Lexus,,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12530,45,9,243,29,RX 450h L AWD,2021,,,,29,28,29,Auto,SI,3.5L,6,3.5L V6,Lexus,,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12644,45,1,243,27,UX 250h,2021,,,,43,41,42,Auto,SI,2.0L,4,2.0L I4,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Dedicated,,,,
12645,45,1,243,27,UX 250h AWD,2021,,,,41,38,39,Auto,SI,2.0L,4,2.0L I4,Lexus,,Sedan/Wagon,HYBR,Hybrid Electric,Dedicated,,,,
12616,57,,227,29,Aviator AWD PHEV,2021,,,56,22,25,23,Auto,CI,3.0L,6,"3.0L V6;
74 kW electric motor",Lincoln,http://www.lincoln.com,SUV,PHEV,Plug-in Hybrid Electric,,21,Blended,,
12731,57,,227,29,Corsair AWD PHEV,2021,,,78,34,32,33,Auto,CI,2.5L,4,"2.5L I4;
36 kW and  50 kW electric motors",Lincoln,http://www.lincoln.com,SUV,PHEV,Plug-in Hybrid Electric,,28,Blended,,
12648,45,9,239,27,AMG CLS 53 4MATIC+,2021,,,,21,26,23,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12649,45,9,239,27,AMG E53 4MATIC+,2021,,,,22,29,25,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12651,45,9,239,27,AMG E53 4MATIC+ (Convertible),2021,,,,21,27,23,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12650,45,9,239,27,AMG E53 4MATIC+ (Coupe),2021,,,,21,28,24,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12532,45,9,239,29,AMG GLE 53 4MATIC+,2021,,,,18,22,19,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12533,45,9,239,29,AMG GLE 53 4MATIC+ Coupe,2021,,,,18,23,20,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12534,45,9,239,29,AMG GLE 63 4MATIC+,2021,,,,15,19,16,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12678,45,9,239,29,AMG GLE 63 S 4MATIC+ Coupe,2021,,,,15,19,17,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12535,45,9,239,29,AMG GLS 63 4MATIC+,2021,,,,14,18,16,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12646,45,9,239,27,AMG GT 43 4MATIC+,2021,,,,20,25,22,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12647,45,9,239,27,AMG GT 53 4MATIC+,2021,,,,20,25,22,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12606,45,9,239,27,CLS 450,2021,,,,23,30,26,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12607,45,9,239,27,CLS 450 4MATIC,2021,,,,22,29,25,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12608,45,9,239,27,E 450 4MATIC,2021,,,,23,30,26,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12663,45,9,239,27,E 450 4MATIC,2021,,,,23,30,26,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12591,45,9,239,27,E 450 4MATIC All-Terrain (wagon),2021,,,,22,28,24,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12655,45,9,239,27,E 450 4MATIC (Convertible),2021,,,,23,29,25,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12654,45,9,239,27,E 450 4MATIC (Coupe),2021,,,,23,30,25,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12653,45,9,239,27,E 450 (Convertible),2021,,,,23,30,25,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12652,45,9,239,27,E 450 (Coupe),2021,,,,23,31,26,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12592,45,9,239,29,GLE 450 4MATIC,2021,,,,21,26,23,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12679,45,9,239,29,GLE 580 4MATIC,2021,,,,17,22,19,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12593,45,9,239,29,GLS 450 4MATIC,2021,,,,20,24,21,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12680,45,9,239,29,GLS 580 4MATIC,2021,,,,16,21,18,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12681,45,9,239,29,GLS 600 4MATIC Maybach,2021,,,,15,19,16,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12839,45,9,239,27,S 500 4MATIC,2021,,,,20,29,24,Auto,SI,3.0L,6,3.0L V6,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12840,45,9,239,27,S 580 4MATIC,2021,,,,17,25,20,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12841,45,9,239,27,S 580 4MATIC Maybach,2021,,,,16,24,19,Auto,SI,4.0L,8,4.0L V8,Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12587,57,9,425,27,Cooper SE Countryman ALL4,2021,,,73,29,30,29,Auto,SI,1.5L,3,"1.5L I3;
65 kW electric motor",Mini,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,18,Blended,,
12556,41,,425,27,Cooper SE Hardtop 2 door,2021,115,100,108,,,,Auto,e-motor,135 kW electric motor,,"135 kW electric motor;
93 Ah battery",Mini,,Sedan/Wagon,ELEC,Electric,,110,,,
12721,57,9,263,29,Outlander PHEV,2021,,,74,26,26,26,Auto,SI,2.4L,4,"2.4L I4;
60 kW and 70 kW electric motors",Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,24,Blended,,
12697,41,9,217,27,Leaf (40 kWh battery pack),2021,123,99,111,,,,Auto,e-motor,110 kW electric motor,,"110 kW electric motor;
115 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Hybrid Electric,149,,,
12700,41,1,217,27,Leaf (62 kWh battery pack),2021,118,97,108,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
176 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,226,,,FWD
12699,41,1,217,27,Leaf SV/SL (62 kWh battery pack),2021,114,94,104,,,,Auto,e-motor,160 kW electric motor,,"160 kW electric motor;
176 Ah battery",Nissan,http://www.nissanusa.com,Sedan/Wagon,ELEC,Electric,Dedicated,215,,,
12595,41,1,462,27,Polestar 2,2021,,,,96,88,92,Auto,,,,"150 kW electric motor;
196 Ah battery",Polestar Automotive USA,,Sedan/Wagon,ELEC,Electric,Dedicated,233,,,
12588,57,9,462,27,Polestar I,2021,,,58,22,31,26,Auto,SI,2.0L,4,"2.0L I4; 
52, 85, 85kW 3-phase Sync. electric motor",Polestar Automotive USA,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,52,Blended,,
12734,57,9,391,29,Cayenne e-Hybrid,2021,,,46,20,22,21,Auto,SI,3.0L ,6,"3.0L V6;
99 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,17,Blended,,
12735,57,9,391,29,Cayenne e-Hybrid Coupe,2021,,,46,20,22,21,Auto,SI,3.0L ,6,"3.0L V6;
99 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,17,Blended,,
12732,57,9,391,29,Cayenne Turbo S e-Hybrid,2021,,,42,17,20,18,Auto,SI,4.0L,8,"4.0L V8;
99 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,15,Blended,,
12733,57,9,391,29,Cayenne Turbo S e-Hybrid Coupe,2021,,,42,17,20,18,Auto,SI,4.0L,8,"4.0L V8;
99 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,15,Blended,,
12765,57,9,391,27,Panamera 4 E-Hybrid,2021,,,52,21,24,22,Auto,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,19,Blended,,
12768,57,9,391,27,Panamera 4 E-Hybrid Executive,2021,,,52,21,24,22,Auto,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,19,Blended,,
12767,57,9,391,27,Panamera 4 E-Hybrid ST,2021,,,52,21,24,22,Auto,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,19,Blended,,
12766,57,9,391,27,Panamera 4S E-Hybrid,2021,,,50,21,23,22,Auto,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,19,Blended,,
12769,57,9,391,27,Panamera 4S E-Hybrid Executive,2021,,,50,21,23,22,Auto,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,19,Blended,,
12770,57,9,391,27,Panamera 4S E-Hybrid ST,2021,,,50,21,23,22,Auto,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,19,Blended,,
12771,57,9,391,27,Panamera Turbo S E-Hybrid,2021,,,48,18,22,19,Auto,SI,4.0L,8,"4.0L V8;
100 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,17,Blended,,
12772,57,9,391,27,Panamera Turbo S E-Hybrid Executive,2021,,,48,18,22,19,Auto,SI,4.0L,8,"4.0L V8;
100 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,17,Blended,,
12773,57,9,391,27,Panamera Turbo S E-Hybrid ST,2021,,,48,18,22,19,Auto,SI,4.0L,8,"4.0L V8;
100 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,17,Blended,,
12701,41,1,391,27,Taycan 4S Perf Battery,2021,79,80,79,,,,Auto,e-motor,194 and 280 kW electric motors,,"194 and 280 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,199,,,
12702,41,1,391,27,Taycan 4S Perf Battery Plus,2021,75,81,77,,,,Auto,e-motor,210 and 250 kW electric motors,,"210 and 250 kW electric motors;
129 Ah battery",Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,227,,,
12739,41,1,391,27,Taycan Perf Battery,2021,76,84,79,,,,Auto,e-motor,240 kW electric motor,,240 kW electric motor; 129 Ah battery,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,200,,,
12740,41,1,391,27,Taycan Perf Battery Plus,2021,71,80,75,,,,Auto,e-motor,280 kW electric motor,,280 kW electric motor; 129 Ah battery,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,225,,,
12759,41,1,391,27,Taycan Turbo,2021,71,75,73,,,,Auto,e-motor,,,129 Ah battery,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,212,,,
12758,41,1,391,27,Taycan Turbo S,2021,69,71,70,,,,Auto,e-motor,,,129 Ah battery,Porsche,http://www.porsche.com,Sedan/Wagon,ELEC,Electric,Dedicated,201,,,
12566,45,9,349,25,1500 2WD,2021,,,,20,25,22,Auto,SI,3.6L,6,3.6L V6,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,
12567,45,9,349,25,1500 2WD,2021,,,,17,23,19,Auto,SI,5.7L,8,5.7L V8,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,
12568,45,9,349,25,1500 4WD,2021,,,,19,24,21,Auto,SI,3.6L,6,3.6L V6,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,
12569,45,9,349,25,1500 4WD,2021,,,,17,22,19,Auto,SI,5.7L,8,5.7L V8,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,
12656,45,9,349,25,1500 HFE 4X2,2021,,,,20,26,23,Auto,SI,3.6L,6,3.6L V6,Ram,http://www.ramtrucks.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,
12713,57,1,383,29,Crosstrek Hybrid AWD,2021,,,90,36,35,35,Auto,,2.0L,4,"2.0L I4;
88 kW electric motor",Subaru,http://www.subaru.com/,SUV,PHEV,Plug-in Hybrid Electric,Dedicated,17,Blended,,
12626,41,1,237,27,Model 3 Long Range AWD,2021,141,127,134,,,,Auto,e-motor,131 and 190 kW electric motors,,"131 kW and 190 kW electric motors;
235 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,353,,,
12627,41,1,237,27,Model 3 Performance AWD,2021,118,107,113,,,,Auto,e-motor,131 and 190 kW electric motors,,"131 kW and 190 kW electric motors;
235 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,315,,,
12752,41,1,237,27,Model 3 Standard Range Plus RWD,2021,150,133,142,,,,Auto,e-motor,198 kW electric motor,,198 kW electric motor; 158 Ah battery,Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,263,,,RWD
12774,41,1,237,27,Model S Long Range,2021,124,115,120,,,,Auto,e-motor,179 kW and 186 kW electric motor,,"179 kW and 186 kW electric motors; 
305 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,405,,,
12673,41,1,237,27,"Model S Performance (19"" Wheels)",2021,114,106,110,,,,Auto,e-motor,149 kW and 276 kW electric motor,,"149 kW and 276 kW electric motors;
305 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,387,,"This model is also available with 21"" wheels, at reduced fuel economy and 334 miles range.",
12776,41,1,237,27,"Model S Plaid (21"" Wheels)",2021,102,99,101,,,,Auto,e-motor,250 kW electric motors (X3),,"250 kW electric motors (X3);
256 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,Sedan/Wagon,ELEC,Electric,Dedicated,348,,,AWD
12624,41,1,237,29,Model X Long Range Plus,2021,109,101,105,,,,Auto,e-motor,180 and 189 kW electric motor,,"180 and 189 kW electric motors;
305 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,371,,,
12625,41,1,237,29,"Model X Performance (20"" Wheels)",2021,100,95,97,,,,Auto,e-motor,151 and 273 kW electric motors,,"151 kW and 273 kW electric motors;
305 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,341,,"This model is also available with 22"" wheels, at reduced fuel economy and 300 miles range.",
12629,41,1,237,29,Model Y Long Range AWD,2021,131,117,125,,,,Auto,e-motor,69 and 201 kW electric motors,,"69 and 201 kW electric motors;
235 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,326,,,
12628,41,1,237,29,Model Y Performance AWD,2021,115,106,111,,,,Auto,e-motor,133 and 179 kW electric motors,,"133 and 179 kW electric motors;
235 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,303,,,
12760,41,1,237,29,Model Y Standard Range RWD,2021,140,119,129,,,,Auto,e-motor,209 kW electric motor,,"209 kW electric motor;
158 Ah battery",Tesla,http://www.teslamotors.com/design/gallery-body.php,SUV,ELEC,Electric,Dedicated,244,,,
12536,45,9,221,27,Avalon Hybrid,2021,,,,43,43,43,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12537,45,9,221,27,Avalon Hybrid XLE,2021,,,,43,44,44,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12609,45,9,221,27,Camry Hybrid LE,2021,,,,51,53,52,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12610,45,9,221,27,Camry Hybrid SE/XLE/XSE,2021,,,,44,47,46,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12538,45,9,221,27,Corolla Hybrid,2021,,,,53,52,52,Auto,SI,1.8L,4,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12584,45,9,221,29,Highlander Hybrid,2021,,,,36,35,36,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12585,45,9,221,29,Highlander Hybrid AWD,2021,,,,35,35,35,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12586,45,9,221,29,Highlander Hybrid AWD LTD/PLAT,2021,,,,35,34,35,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12539,45,9,221,27,Prius,2021,,,,54,50,52,Auto,SI,1.8L,4,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12540,45,9,221,27,Prius AWD,2021,,,,51,47,49,Auto,SI,1.8L,4,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12541,45,9,221,27,Prius Eco,2021,,,,58,53,56,Auto,SI,1.8L,4,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,
12551,57,1,221,27,Prius Prime,2021,,,133,55,53,54,Auto,,1.8L,4,"1.8L I4;
23 & 53 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Dedicated,25,Blended,,
12542,45,9,221,29,RAV4 Hybrid AWD,2021,,,,41,38,40,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12552,57,1,221,27,RAV4 Prime AWD,2021,,,94,40,36,38,Auto,,2.5L,4,"2.5L I4;
40 & 134 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Dedicated,42,Blended,,
12657,45,9,221,9,Sienna,2021,,,,36,36,36,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Van,HYBR,Hybrid Electric,Hybrid Electric,,,,
12658,45,9,221,9,Sienna AWD,2021,,,,35,36,35,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,Van,HYBR,Hybrid Electric,Hybrid Electric,,,,
12543,45,9,221,29,Venza AWD,2021,,,,40,37,39,Auto,SI,2.5L,4,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
12674,41,1,347,29,ID.4 1st,2021,104,89,97,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,250,,,
12996,41,1,347,29,ID.4 AWD Pro,2021,102,90,97,,,,Auto,e-motor,80 and 150 kW electric motors,,"80 and 150 kW electric motors;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,249,,,AWD
12838,41,1,347,29,ID.4 Pro,2021,107,91,99,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,260,,,
12675,41,1,347,29,ID.4 Pro S,2021,104,89,97,,,,Auto,e-motor,150 kW electric motor,,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,250,,,
12995,41,1,347,29,ID.4 Pro S AWD ,2021,98,88,93,,,,Auto,e-motor,80 and 150 kW electric motors,,"80 and 150 kW electric motors;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated,240,,,AWD
12662,57,9,395,27,S60 AWD,2021,,,69,28,33,30,Auto,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,22,Blended,,
12553,57,9,395,27,S90 AWD,2021,,,60,28,31,30,Auto,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,21,Blended,,
12554,57,9,395,29,V60 AWD,2021,,,69,28,33,30,Auto,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,22,Blended,,
12596,41,1,395,29,XC40 Recharge,2021,,,,85,72,79,Auto,,,,"150 kW electric motor;
196 Ah battery",Volvo,,SUV,ELEC,Electric,Dedicated,208,,,
12589,57,9,395,29,XC60 AWD,2021,,,57,26,28,27,Auto,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,19,Blended,,
12555,57,9,395,29,XC90 AWD,2021,,,55,26,28,27,Auto,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,18,Blended,,
12280,45,9,365,29,MDX AWD,2020,,,,26,27,27,Auto,SI,3.0L,6,3.0L V6,Acura,http://www.acura.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,
