LawId,State,Title,Text,Type,Topic,Enacted_Date,Amended_Date,Recent?,Significant_Update_Date,Tech_Categories,User_Categories,Incentive_Categories,Regulation_Categories
11927,FL,Electric Vehicle Supply Equipment (EVSE) Policies for Condominiums,"Condominium associations may not prohibit or restrict the installation
or use of EVSE in a homeowner\'s designated parking space. Condominium
associations may put reasonable restrictions on EVSE, but the policies
may not significantly increase the cost of the EVSE or prohibit
installation. Homeowners may be required to comply with applicable
safety codes and architectural standards, engage a licensed installation
contractor, provide a certificate of insurance, and reimburse the cost
of any increased insurance premium associated with the EVSE. The
homeowner of the parking space equipped with EVSE is responsible for the
cost of the installation, operation, maintenance, repair, removal, or
replacement of the station, as well as any resulting damage to the EVSE
or surrounding area. (Reference [Florida
Statutes](http://www.flsenate.gov/Laws/) 718.113)
",Laws and Regulations,,2018-07-01 00:00:00 UTC,,False,2018-03-14 13:50:35 UTC,ELEC|PHEV,MUD|IND,,RTC
12071,FL,Electric Vehicle Supply Equipment (EVSE) Pilot Program - Duke Energy,"Duke Energy offers free Level 2 and direct current (DC) fast EVSE,
installation, warranty, and network connection services to its customers
through the Park & Plug pilot program. Eligible entities include
multi-unit dwellings, workplaces, businesses, and areas along
high-traffic corridors. Site hosts are responsible for electricity costs
and must agree to participate in the pilot program through December
2022. Additional terms and conditions apply. New applications are not
being considered at this time (verified September 2021). For more
information, including application requirements, see the [Park &
Plug](https://www.duke-energy.com/home/products/park-and-plug#tab-e3951399-274c-473d-b62c-97eeea3586e6)
website.
",Utility/Private Incentives,,,,False,2018-10-10 13:13:13 UTC,ELEC|PHEV,STATION,OTHER,
12247,FL,All-Electric Vehicle (EV) and Electric Vehicle Supply Equipment (EVSE) Rebates - KUA,"Kissimmee Utility Authority (KUA) provides rebates of \$100 to
residential customers for the purchase of a new EV and \$100 for the
purchase and installation of a home EVSE. The EV must be registered to
the customer's address and a proof of purchase is required. The EVSE
must be installed by a licensed electrical contractor and must meet all
state and local codes. Rebates are limited to one rebate per vehicle and
one EVSE rebate per household. For more information, see the KUA
[Rebates and Participating
Contractors](https://kua.com/energy-conservation-and-renewables/kua-rebates-and-participating-contractors/)
website.
",Utility/Private Incentives,,,,False,2019-07-09 15:06:03 UTC,ELEC|PHEV,STATION|IND,RBATE,
12404,FL,State Highway Electrification Plan,"The Florida Department of Transportation (FDOT) must create a master
plan for the development of electric vehicle supply equipment (EVSE)
along the State Highway System by July 1, 2021. FDOT will also establish
staging area that will include EVSE at key locations along the State
Highway system to be used as emergency evacuation stops. FDOT published
the [Electric Vehicle Master
Plan](https://storymaps.arcgis.com/stories/ee330a41ee4b458e8e17587a17e53387)
in 2021. (Reference [Florida Statutes](https://www.flsenate.gov/Laws/)
339.287 and 338.236)
",Laws and Regulations,,2020-06-10 00:00:00 UTC,,False,2020-05-11 18:19:32 UTC,ELEC|PHEV,GOV,,CCEINIT
12712,FL,Commercial Electrification Rebates - Jacksonville Electric Authority (JEA),"JEA offers commercial customers rebates for the purchase or lease of
electric vehicles (EVs) and electric vehicle supply equipment (EVSE).
EVs and EVSE must be purchased and installed between October 1, 2019,
and September 30, 2025. EV rebate amounts are as follows:

  Technology                                                                                Rebate Amounts
  ----------------------------------------------------------------------------------------- -----------------
  Electric Public Transit Bus                                                               Up to \$100,000
  Electric School Bus                                                                       Up to \$17,000
  Electric Aircraft Tractor and Pushback                                                    Up to \$1,600
  Tractor Trailer Electric Truck Refrigeration Unit (TRU); Electric Scissor and Boom Lift   Up to \$1,000
  Electric Belt Loader                                                                      Up to \$800
  Electric Forklift                                                                         Up to \$700
  Electric Beverage Cart                                                                    Up to \$600
  Electric Baggage and Tow Tractors; Box Truck Electric TRU; Electric Scrubber              Up to \$400
  Electric Golf Cart                                                                        Up to \$200

EVSE rebate amounts are as follows:

  Technology                              Rebate Amounts
  --------------------------------------- ----------------
  Direct Current Fast (DC Fast) EVSE      Up to \$30,000
  Level 1 or Level 2 EVSE                 Up to \$5,200
  Heavy-Duty Truck Stop Electrification   Up to \$1,300

Applicants may receive a maximum of up to 60% of total project costs.
Custom retrofit projects may be evaluated on a case-by-case basis. For
more information, including eligibility requirements and additional
rebates, see the JEA [Electrification
Rebates](https://www.jea.com/Business_Resources/Rebates_for_Businesses/Non-Road_Electrotechnology_Rebates)
website.
",Utility/Private Incentives,,,,False,2021-11-12 18:53:17 UTC,ELEC|OTHER|PHEV,FLEET|TRANS,RBATE,
12774,FL,Plug-In Electric Vehicle (PEV) Infrastructure Support,"Florida utilities joined the National Electric Highway Coalition (NEHC),
committing to create a network of direct current fast (DC Fast) charging
stations connecting major highway systems from the Atlantic Coast to the
Pacific of the United States. NEHC utility members agree to ensure
efficient and effective fast charging deployment plans that enable long
distance EV travel, avoiding duplication among coalition utilities, and
complement existing corridor DC fast charging sites. For more
information, including a list of participating utilities and states, see
the [NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",Utility/Private Incentives,,,,True,2022-01-03 21:34:14 UTC,ELEC|PHEV,STATION|AFP|IND,OTHER,
12817,FL,Electric Vehicle Supply Equipment (EVSE) Leasing Program - OUC,"Orlando Utilities Commission (OUC) commercial customers can pay a
monthly fee for the installation and maintenance of an OUC-owned Level 2
or direct current (DC) fast EVSE. For more information, see the OUC
[Commercial EV Charging
Service](https://www.ouc.com/business/commercial-ev-charging-service)
website.
",Utility/Private Incentives,,2022-01-01 00:00:00 UTC,,True,2022-01-13 17:17:26 UTC,ELEC|PHEV,STATION|FLEET,LOANS,
12818,FL,Electric Vehicle (EV) Incentive for Dealerships – OUC  ,"Orlando Utilities Commission (OUC) offers financial incentives to
dealerships for the sale or lease of an EV. Incentives are awarded in
the following amounts:

  Number of Vehicles Sold per Month   Incentive per Vehicle
  ----------------------------------- -----------------------
  One EV                              \$25
  Two EVs                             \$50
  Three or more EVs                   \$75

OUC customers may receive a \$50 gift card when they test drive an EV at
a participating OUC dealership. For more information, see OUC\'s
[Electrified Dealership
Program](https://www.ouc.com/residential/save-energy-water-money/electric-vehicles/electrified-dealership-program)
website.
",Utility/Private Incentives,,2022-01-01 00:00:00 UTC,,True,2022-01-13 17:24:41 UTC,ELEC|PHEV,MAN|FLEET,OTHER,
5182,GA,Electric Vehicle Supply Equipment (EVSE) Tax Credit,"An eligible business enterprise may claim an income tax credit for the
purchase and installation of qualified EVSE. The EVSE must be located in
Georgia and accessible to the public. The tax credit is for 10% of the
cost of the EVSE, up to \$2,500. For more information, including
eligibility requirements, see the Georgia Department of Natural
Resources [Clean Vehicle Tax
Credits](https://epd.georgia.gov/forms-permits/air-protection-branch-forms-permits/clean-vehicle-tax-credits)
website.

(Reference [Georgia Code](https://www.legis.ga.gov/) 48-7-40.16)
",State Incentives,,2015-07-01 00:00:00 UTC,,False,,ELEC|PHEV,STATION|FLEET,TAX,
5183,GA,High Occupancy Vehicle (HOV) and High Occupancy Toll (HOT) Lane Exemption,"Alternative fuel vehicles (AFVs) displaying the proper alternative fuel
license plate may use HOV and HOT lanes, regardless of the number of
passengers. Qualified AFVs may also use the HOT lanes toll-free. AFVs
include plug-in electric vehicles and bi-fuel or dual-fuel vehicles that
operate on natural gas or propane. Applicants must provide proof they
have paid registration fees in full before receiving the license plate.
This exemption expires September 30, 2025. For more information on fees
and eligibility for the AFV license plate, see the [Georgia Department
of Public Safety](https://dps.georgia.gov/i-85-expres-lanes-hot-lanes)
websites. (Reference [Georgia
Code](http://www.legis.ga.gov/en-US/default.aspx) 32-9-4, 40-2-86.1, and
40-6-54)
",State Incentives,,2009-11-05 00:00:00 UTC,2015-05-04 00:00:00 UTC,False,2015-05-05 18:13:50 UTC,AFTMKTCONV|ELEC|HY|NG|PHEV|LPG,FLEET|GOV|IND,EXEM,
9372,GA,Plug-In Electric Vehicle (PEV) Charging Rate Incentive - Georgia Power,"Georgia Power offers a time-of-use electricity rate for residential
customers who own a PEV. Eligible customers must own a smart charger
capable of separately metering charger usage. For more information, see
the Georgia Power [Electric
Vehicles](https://www.georgiapower.com/residential/billing-and-rate-plans/pricing-and-rate-plans/plug-in-ev.html)
website.
",Utility/Private Incentives,,,,False,2020-05-11 19:10:17 UTC,ELEC|PHEV,STATION|IND,TOU,
10253,GA,Alternative Fuel and Advanced Vehicle Job Creation Tax Credit,"A business that manufactures alternative energy products for use in
battery, biofuel, and electric vehicle enterprises may claim an annual
tax credit for five years. The amount of the tax credit is based on the
number of eligible new full-time employee jobs. Qualified entities must
be defined as business enterprises, which do not include retail
businesses. Credit amounts differ depending on how the county in which
the business is located ranks based on unemployment rates and income
levels. Other conditions apply. (Reference [Georgia
Code](https://www.legis.ga.gov/) 48-7-40)
",State Incentives,,2012-05-03 00:00:00 UTC,,False,,BIOD|ETH|ELEC|HEV|PHEV,MAN,TAX,
11602,GA,Alternative Fuel Vehicle (AFV) Annual Fee,"All-electric, natural gas, and propane vehicles are subject to an annual
licensing fee of \$320.65 for commercial vehicles and \$213.70 for
non-commercial vehicles. These fees apply to plug-in hybrid electric
vehicles and flexible fuel vehicles only if they have an AFV license
plate.

AFV license plates are subject to a one-time manufacturing fee of \$25,
an annual \$20 registration fee, and a \$35 special tag fee. Electric,
natural gas, propane, bi-fuel, and dual-fuel vehicles are eligible for
an AFV license plate.

For more information, see the [Georgia Department of Revenue Motor
Vehicle Policy
Bulletin](https://dor.georgia.gov/alternative-fuel-vehicles-annual-licensing-fees-policy-bulletin)
and the [Annual AFV
Fee](https://dor.georgia.gov/annual-alternative-fuel-vehicle-fees-faq)
website. (Reference [Georgia Code](https://law.justia.com/georgia/)
40-2-86.1 and 40-2-151)
",Laws and Regulations,,2015-05-04 00:00:00 UTC,,False,2019-12-20 22:32:52 UTC,ELEC|NG|PHEV|LPG,FLEET|IND,,FUEL
12410,GA,Electric Vehicle Supply Equipment (EVSE) Rebate – Georgia Power,"Georgia Power offers residential customers a \$250 rebate for Level 2
EVSE installed between January 1, 2020, and December 31, 2020. For more
information, including eligible EVSE and how to apply, see the Georgia
Power [Electric Vehicles](https://www.georgiapower.com/electricvehicles)
website.
",Utility/Private Incentives,,,,False,2020-05-11 19:12:24 UTC,ELEC|PHEV,IND,RBATE,
12775,GA,Plug-In Electric Vehicle (PEV) Infrastructure Support,"Georgia utilities joined the National Electric Highway Coalition (NEHC),
committing to create a network of direct current fast (DC Fast) charging
stations connecting major highway systems from the Atlantic Coast to the
Pacific of the United States. NEHC utility members agree to ensure
efficient and effective fast charging deployment plans that enable long
distance EV travel, avoiding duplication among coalition utilities, and
complement existing corridor DC fast charging sites. For more
information, including a list of participating utilities and states, see
the [NEHC](https://www.eei.org/issuesandpolicy/Pages/NEHC.aspx) website.
",Utility/Private Incentives,,,,True,2022-01-03 21:36:58 UTC,ELEC|PHEV,STATION|AFP|IND,OTHER,
6078,HI,Alternative Fuel Standard Development,"The state of Hawaii is responsible for facilitating the development of
alternative fuels and supporting the attainment of a statewide
alternative fuels standard. According to this standard, alternative
fuels will provide 20% of highway fuel demand by 2020 and 30% by 2030.
For the purposes of the alternative fuels standard, cellulosic ethanol
is equivalent to 2.5 gallons of non-cellulosic ethanol. (Reference
[Hawaii Revised Statutes](http://www.capitol.hawaii.gov/) 196-42)
",Laws and Regulations,,2006-06-26 00:00:00 UTC,2010-06-25 00:00:00 UTC,False,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,OTHER,,OTHER
6416,HI,Clean Transportation Promotion,"The state of Hawaii has signed a memorandum of understanding (MOU) with
the U.S. Department of Energy to collaborate to produce 70% of the
state\'s energy needs from energy-efficient and renewable sources by
2030 and 100% of the state\'s energy needs from energy-efficient and
renewable sources by 2045. This effort is part of the Hawaii Clean
Energy Initiative. The goals of the partnership include defining the
structural transformation required to transition the state to a clean
energy-dominated economy; demonstrating and fostering innovation in the
use of clean energy, including alternative fuels and advanced vehicle
technologies; creating opportunities for the widespread distribution of
clean energy benefits; establishing an open learning model for other
states and entities to adopt; and building a workforce with
cross-cutting skills to support a clean energy economy in the state. For
more information, see the
[MOU](http://www.hawaiicleanenergyinitiative.org/storage/pdfs/HI-DOE_MOU_9.15.14.pdf)
and [Hawaii Clean Energy
Initiative](http://www.hawaiicleanenergyinitiative.org/) website.
(Reference [Hawaii Revised Statutes](http://www.capitol.hawaii.gov/)
196-10.5)
",Laws and Regulations,,2008-01-28 00:00:00 UTC,,False,2015-07-10 14:58:14 UTC,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,OTHER,,CCEINIT
6566,HI,Plug-In Electric Vehicle (PEV) Parking Requirement,"All parking facilities that are available for use by the general public
and include at least 100 parking spaces must designate at least one
parking space specifically for PEVs, provided that no parking spaces
required by the Americans with Disabilities Act Accessibility Guidelines
are reduced or displaced. Spaces must be clearly marked and equipped
with electric vehicle supply equipment (EVSE). An owner of multiple
parking lots may designate and install EVSE in fewer parking spaces than
required in one or more parking lots, as long as the owner meets the
requirement for total number of aggregate spaces for all parking lots. A
fee of \$50-100 applies for non-PEVs that park in spaces designated for
PEVs. (Reference [Hawaii Revised
Statutes](http://www.capitol.hawaii.gov/) 291-71 and 291-72)
",Laws and Regulations,,2009-06-25 00:00:00 UTC,2012-06-30 00:00:00 UTC,False,,ELEC|PHEV,OTHER,,OTHER
6567,HI,Alternative Fuel and Advanced Vehicle Acquisition and Rental Requirements,"State and county agencies must purchase light-duty vehicles that reduce
petroleum consumption. Vehicle purchasing priority is as follows:

1.  Zero-emission vehicles;
2.  Plug-in hybrid electric vehicles (PEVs);
3.  Other alternative fuel vehicles; and
4.  Hybrid electric vehicles (HEVs).

Exemptions may apply. State agencies must purchase the most
fuel-efficient vehicle available that meets agency needs, use
alternative fuels and ethanol blended gasoline when available, evaluate
a purchase preference for biodiesel blends, and promote the efficient
operation of vehicles. For the purpose of this requirement, an
alternative fuel is defined as an alcohol fuel, an alcohol fuel blend
containing at least 85% alcohol, natural gas, liquefied petroleum gas
(propane), hydrogen, biodiesel, a biodiesel blend containing at least
20% biodiesel, a fuel derived from biological materials, or electricity
generated from off-board energy sources.

State employees renting a vehicle for government business must rent
either PEVs or HEVs. Rental rates for PEVs and HEVs must be comparable
to that of a conventional internal combustion engine vehicle equivalent.

For more information, see the Hawaii State Energy Office\'s [Vehicle
Purchasing
Guidelines](http://energy.hawaii.gov/lead-by-example/programsachieving-efficiencylead-by-examplevehicle-purchasing-guidelines)
website. (Reference [House Bill](http://www.capitol.hawaii.gov/) 552,
2021, [House Bill](http://www.capitol.hawaii.gov/) 424, 2021, and
[Hawaii Revised Statutes](http://www.capitol.hawaii.gov/) 103D-412 and
196-9)
",Laws and Regulations,,2009-06-25 00:00:00 UTC,2021-06-25 00:00:00 UTC,False,2021-07-13 18:44:42 UTC,BIOD|ETH|ELEC|EFFEC|HEV|HY|NG|PHEV|LPG,GOV,,REQ
8482,HI,Electric Vehicle Supply Equipment (EVSE) Policies for Multi-Family Residences,"A multi-family residential dwelling or townhouse owner may install EVSE
on or near a parking stall at the dwelling as long as the EVSE is in
compliance with applicable rules and specifications, the EVSE is
registered with the private entity within 30 days of installation, and
the homeowner receives consent from the private entity if the EVSE is
placed in a common area. Private entities may adopt rules that restrict
the placement and use of EVSE but may not charge a fee for the
placement. The EVSE owner is responsible for any damages resulting from
the installation, maintenance, repair, removal, or replacement of the
EVSE. A private entity includes associations of homeowners, community
associations, condominium associations, cooperatives, or any
nongovernmental entity with covenants.

A working group within the Hawaii Department of Business, Economic
Development, and Tourism identified and examined the issues regarding
multi-family dwelling EVSE requests to private entities. The group
[reported its
findings](https://files.hawaii.gov/dbedt/annuals/2015/2015-act-164-installation-of-ev-charging-stations.pdf)
and recommendations to the state legislature in December 2015.

(Reference [Hawaii Revised Statutes](http://www.capitol.hawaii.gov/)
196-7.5)
",Laws and Regulations,,2010-06-30 00:00:00 UTC,,False,2015-07-13 15:00:44 UTC,ELEC|PHEV,STATION|FLEET|IND,,RTC
9404,HI,Plug-In Electric Vehicle (PEV) Charging Rate Incentives - Hawaiian Electric Company,"Hawaiian Electric Company and its subsidiaries, Maui Electric Company
and Hawaii Electric Light Company, offer time-of-use (TOU) rates for
residential, multi-unit dwelling, electric bus fleet facility, and
commercial customers. The TOU rates are available to customers on Oahu,
Molokai, Maui, and Hawaii Island. Hawaiian Electric also offers a TOU
rate for customers who charge their PEV at Hawaii Electric's publicly
available direct current (DC) fast stations. For more information, see
the [Hawaiian Electric
Vehicles](https://www.hawaiianelectric.com/clean-energy-hawaii/electric-vehicles)
website.
",Utility/Private Incentives,,,,False,2018-08-09 15:52:54 UTC,ELEC|PHEV,STATION|FLEET|MUD,TOU,
10553,HI,Public Utility Definition,"An entity that owns, controls, operates, or manages a plant or facility
primarily used to charge or discharge a vehicle battery that provides
power for vehicle propulsion is not defined as a public utility.
(Reference [Hawaii Revised Statutes](http://www.capitol.hawaii.gov/)
269-1)
",Laws and Regulations,,,,False,,ELEC|PHEV,STATION,,UTILITY
12227,HI,Alternative Fuel Vehicle (AFV) Registration,"Owners of plug-in electric vehicles and AFVs must pay an annual fee of
\$50, in addition to standard registration fees. Fees contribute to the
State Highway Fund. (Reference [Hawaii Revised
Statutes](https://www.capitol.hawaii.gov/) 249-31)
",Laws and Regulations,,2019-05-06 00:00:00 UTC,,False,2019-06-10 19:33:24 UTC,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,FLEET|GOV|IND,,FUEL
12382,HI,Electric Vehicle Supply Equipment (EVSE) Rebates – Hawaii Energy ,"Hawaii Energy administers the Electric Vehicle Charging Station rebate
program on behalf of the Hawaii Public Utilities Commission, which
offers rebates to commercial and multifamily dwelling customers for the
installation of Level 2 and direct current (DC) fast EVSE. Eligible
applicants include individuals, non-profit organizations, private
businesses, government entities, and homeowner associations or
authorized entities on behalf of multi-unit dwellings. Rebates are
available for new and retrofitted EVSE. Rebates are awarded on a
first-come, first-served basis while funding lasts. A total of \$100,000
is available for eligible EVSE projects installed between July 1, 2021,
and June 30, 2022. For more information, including program eligibility
and requirements, see the Hawaii Energy [Electric Vehicle Charging
Station](https://hawaiienergy.com/for-business/rebates/electric-vehicle-charging-stations)
website.
",Utility/Private Incentives,,,2021-06-24 00:00:00 UTC,False,2020-07-09 21:20:18 UTC,ELEC|PHEV,STATION|FLEET,RBATE|TAX,
12422,HI,Electric Vehicle Supply Equipment (EVSE) Rebate Program Authorization,"The Hawaii Public Utility Commission (PUC) is authorized to establish an
EVSE rebate program. The PUC may contract with a third-party,
non-government entity to administer, operate, and manage the rebate
program. The EVSE rebate program may award up to \$500,000 annually. The
Hawaii Legislature established a special fund within the PUC to support
the EVSE Rebate Program. The special fund receives \$0.03 of the tax
collected from each barrel of petroleum product sold by a distributor to
any retail dealer or end user in Hawaii. (Reference [House
Bill](https://www.capitol.hawaii.gov/) 1142, 2021, and [Hawaii Revised
Statutes](https://www.capitol.hawaii.gov/) 269-72 and 269-73)
",Laws and Regulations,,2019-07-01 00:00:00 UTC,2021-06-25 00:00:00 UTC,False,2021-07-13 18:27:17 UTC,ELEC|PHEV,STATION,,OTHER
12423,HI,Vehicle Performance Contracts,"State agencies must identify and evaluate energy efficiency program
contracts to implement, including vehicle and related infrastructure
programs, as well as vehicle maintenance or fuel cost savings as they
relate to a fleet's energy efficiency program. Energy performance
contracts may include installation of electric vehicle supply equipment
infrastructure. (Reference [Hawaii Revised
Statutes](https://www.capitol.hawaii.gov/) 36-42).
",Laws and Regulations,,,,False,2020-07-09 21:58:34 UTC,ELEC|PHEV,GOV,,CCEINIT
12461,HI,Medium- and Heavy-Duty Zero Emission Vehicle (ZEV) Deployment Support,"California, Colorado, Connecticut, District of Columbia, Hawaii, Maine,
Maryland, Massachusetts, New Jersey, New York, North Carolina, Oregon,
Pennsylvania, Rhode Island, Vermont, Virginia, and Washington (signatory
states) signed a [memorandum of
understanding](https://www.nescaum.org/documents/multistate-truck-zev-governors-mou-20200714.pdf)
(MOU) to support the deployment of medium- and heavy-duty ZEVs through
involvement in a Multi-State ZEV Task Force (Task Force).

By January 2021, the Task Force will develop a multi-state action plan
to support electrification of medium- and heavy-duty vehicles. The Task
Force will consider actions to accomplish the goals of the MOU,
including limiting all new medium- and heavy-duty vehicles sales in the
signatory states to ZEVs by 2050. The signatory states will also seek to
accelerate the deployment of medium- and heavy-duty ZEVs to benefit
disadvantaged communities and explore opportunities to coordinate and
partner with key stakeholders.

For more information, see the [Medium- and Heavy-Duty ZEVs: Action Plan
Development
Process](https://www.nescaum.org/documents/medium-and-heavy-duty-zero-emission-vehicles-action-plan-development-process/)
website.
",Laws and Regulations,,2020-07-14 00:00:00 UTC,,False,2020-08-03 15:21:16 UTC,ELEC|HY|PHEV,OTHER,,AIRQEMISSIONS
12621,HI,Transportation Electrification Loan Program,"The Hawaii Green Infrastructure Authority (HGIA) provides a revolving
credit line of up to \$50,000,000 to state government entities for the
purchase or lease of electric vehicles and the installation of electric
vehicle supply equipment. For more information, see the
[HGIA](https://gems.hawaii.gov/) website. (Reference [Senate
Bill](https://www.capitol.hawaii.gov/) 932, 2021, and [Hawaii Revised
Statutes](https://www.capitol.hawaii.gov/) 196-65)
",State Incentives,,2021-06-29 00:00:00 UTC,,False,2021-07-13 18:01:54 UTC,ELEC|PHEV,GOV|TRANS,LOANS,
4413,IA,Alternative Fuel Vehicle Acquisition Requirements,"At least 10% of new light-duty vehicles purchased by institutions under
the control of the state fleet director, including the Iowa Department
of Transportation, Board of Directors of Community Colleges, Board of
Regents, Commission for the Blind, and Department of Corrections must be
capable of operating on alternative fuels. Vehicles and trucks purchased
and directly used for law enforcement and off-road maintenance work are
exempt from this requirement. (Reference [Iowa
Code](https://www.legis.iowa.gov/index.aspx) 8A.362, 216B.3, 260C.19A,
262.25A, 307.21 and 904.312A)
",Laws and Regulations,,,,False,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,GOV,,REQ
5236,IA,Alternative Fuel Vehicle (AFV) Demonstration Grant Authorization,"The Iowa Department of Natural Resources (Department) may award
demonstration grants to individuals who purchase vehicles that operate
on alternative fuels, including but not limited to E85, biodiesel,
compressed natural gas, electricity, solar energy, or hydrogen.
Individuals may use the grants to conduct research connected with the
fuel or vehicle. Grant funding to purchase the vehicle is available if
the Department retains the title of the vehicle, the vehicle is used for
research, and the proceeds from the eventual sale of the vehicle are
used for additional research. Grants are subject to funding
availability. (Reference [Iowa Code](https://www.legis.iowa.gov/)
214A.19)
",Laws and Regulations,,,2019-05-10 00:00:00 UTC,False,2019-07-09 17:52:56 UTC,BIOD|ETH|ELEC|HY|NG|PHEV,FLEET|IND,,OTHER
5574,IA,Alternative Fuel Vehicle (AFV) Conversion Registration,"When a motor vehicle is modified to use a different fuel type or more
than one type of fuel, the vehicle\'s registered owner must notify the
county treasurer of the new fuel type or alternative fuel types within
30 days. If the vehicle is able to use a special fuel, the county
treasurer will issue a special fuel identification sticker. (Reference
[Iowa Code](https://www.legis.iowa.gov/index.aspx) 321.41)
",Laws and Regulations,,,,False,,AFTMKTCONV|ELEC|NG|PHEV|LPG,MAN|FLEET|GOV|IND,,REGIS
6226,IA,Alternative Fuel Production Tax Credits,"The High Quality Jobs Program offers state tax incentives to business
projects for the production of biomass or alternative fuels. Incentives
may include an investment tax credit equal to a percentage of the
qualifying investment, amortized over five years; a refund of state
sales, service, or use taxes paid to contractors or subcontractors
during construction; an increase of the state\'s refundable research
activities credit; and a local property tax exemption of up to 100% of
the value added to the property. For more information, refer to the
[High Quality Jobs
Program](https://www.iowaeda.com/grow/high-quality-jobs/) website.
(Reference [Iowa Code](https://www.legis.iowa.gov/index.aspx) 15.335 and
422.10)
",State Incentives,,,2014-05-01 00:00:00 UTC,False,,BIOD|ETH|ELEC|HY|NG|PHEV|LPG,AFP,TAX,
11480,IA,Alternative Fuel Tax,"Alternative fuels used as vehicle fuel are taxed as follows:

-   Compressed natural gas is subject to the state fuel excise tax of
    \$0.31 per gasoline gallon equivalent, measured at 5.66 pounds
    (lbs.) or 126.67 cubic feet at a base temperature of 60 degrees
    Fahrenheit and a pressure of 14.73 lbs. per square inch;
-   Liquefied natural gas is subject to the excise tax of \$0.325 per
    diesel gallon equivalent (DGE), measured at 6.06 lbs.;
-   Propane is subject to the excise tax of \$0.30 per gallon;
-   E85 is subject to the excise tax of \$0.290 per gallon;
-   Hydrogen is subject to the excise tax of \$0.65 per DGE, measured at
    2.49 lbs.; and
-   Electricity is subject to the excise tax of \$0.026 per
    kilowatt-hour of fuel delivered or placed into a battery or other
    energy storage device of an electric motor vehicle at any location
    in Iowa other than a residence.

(Reference [Iowa Code](https://www.legis.iowa.gov/index.aspx) 452A.2,
452A.3, and 452A.86)
",Laws and Regulations,,2014-03-26 00:00:00 UTC,2019-05-16 00:00:00 UTC,False,2019-07-09 17:56:53 UTC,ETH|ELEC|HY|NG|PHEV|LPG,STATION|PURCH|FLEET|IND,,FUEL
11976,IA,Plug-In Electric Vehicle (PEV) Infrastructure Study,"The Iowa Economic Development Authority (IEDA), in collaboration with
the Iowa Department of Transportation and Iowa utility industry,
conducted a study of PEV charging infrastructure to evaluate costs and
benefits associated with different options for PEV infrastructure
support. IEDA submitted the [study
report](https://www.iowaeconomicdevelopment.com/userdocs/news/IEDA_EVRpt_022019.pdf)
to the general assembly in February 2019. For more information, see the
IEDA [Energy Plans and
Reports](https://www.iowaeda.com/iowa-energy-office/plan/) website.
",Laws and Regulations,,2018-05-04 00:00:00 UTC,,False,2019-07-09 17:59:45 UTC,ELEC|PHEV,STATION,,OTHER
12125,IA,Diesel Emission Reduction Project Funding,"The Iowa Department of Transportation (IowaDOT) provides funding for
medium- and heavy-duty on-road new diesel, alternative fuel vehicles, or
engine repowers and replacements, as well as off-road repowers and
replacements. Both government and non-government entities that own and
operate diesel fleets and equipment are eligible for funding. Vehicles
and equipment that qualify for replacement or repower include:

-   Model Year (MY) 2009 or older Class 4-8 school buses, shuttle buses,
    and transit buses;
-   MY 1992-2009 Class 4-7 local freight trucks;
-   MY 1992-2009 Class 8 drayage trucks; and
-   Freight switchers, ferries and tugs, marine vessel shore power,
    airport ground equipment, forklifts, and port cargo handling
    equipment.

This grant program is funded by Iowa\'s portion of the [Volkswagen
Environmental Mitigation
Trust](https://www.epa.gov/enforcement/volkswagen-clean-air-act-civil-settlement).
For more information, including how to apply, see the IowaDOT
[Volkswagen Clean Air Act Partial
Settlements](https://iowadot.gov/VWSettlement/default.aspx) website.
",State Incentives,,,,False,2018-12-05 18:23:43 UTC,AFTMKTCONV|BIOD|ETH|ELEC|HY|NG|LPG,FLEET|GOV,GNT,
12213,IA,Plug-In Electric Vehicle (PEV) Fee,"PEV owners must pay an annual fee in addition to standard registration
fees. All-electric vehicle (EV) owners must pay an annual fee of \$97.50
and plug-in hybrid electric vehicle (PHEV) owners must pay an annual fee
of \$48.75. The EV fee will increase to \$130 and the PHEV fee to \$65
on January 1, 2022. (Reference [Iowa Code](http://www.legis.iowa.gov/)
321.116)
",Laws and Regulations,,2019-05-16 00:00:00 UTC,,False,2019-05-24 21:59:56 UTC,ELEC|PHEV,IND,,FUEL
12248,IA,Electricity Dealer License,"Beginning on July 1, 2023, a person may not sell or dispense electricity
as a vehicle fuel at a location other than a residence or otherwise act
as a licensed electricity fuel dealer or user unless the person holds a
valid license issued by the Iowa Department of Revenue (Department). To
obtain a license, a person must file an application with the Department.
(Reference [House File](https://www.legis.iowa.gov/) 767, 2019, and
[Iowa Code](http://www.legis.iowa.gov/) 452A.42)
",Laws and Regulations,,2019-05-16 00:00:00 UTC,,False,2019-07-09 17:42:39 UTC,ELEC|PHEV,STATION,,REGIS
